Image Source,Product Description,Sku  Code,Size Code,Size Description,UI,Printed Substrate Length,Printed Substrate Width,Printed Substrate    Sq Ft,Image Sq In,Image Sq Ft,Ratio,Decimal Ratio,Size,Length,Width,Product Description,Sku Code,Rolled Canvas White Border - Estimated Cost,Rolled Canvas White Border -  Estimated Retail,Rolled Canvas White Border - UI Retail,Rolled Canvas White Border -  TAR UI Cost,,Product Description,Sku Code,Size Code,"Rolled Canvas with 2"" Black Border - UI","Rolled Canvas 2"" Black Border - Estimated Cost","Rolled Canvas 2"" Black Border - Estimated Retail","Rolled Canvas 2"" Black Border - UI Retail","Rolled Canvas 2"" Black Border - TAR UI Cost",,Product Description,Sku Code,Size Code,"Rolled Canvas with 2"" Mirrored Border - UI","Rolled Canvas 2"" Mirror Border - Estimated Cost","Rolled Canvas 2"" Mirror Border -  Estimated Retail","Rolled Canvas 2"" Mirror - UI Retail","Rolled Canvas 2"" Mirror - TAR UI Cost",,
San Diego,Giclee Print on Canvas,CV,O,Oversize,76,26,60,10.83,1078,7.49,,0.34,18 x 54,19.25,56,"Canvas Giclee Print with 3"" White Border",WH,60.19,$200.64,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,80,63.36,$211.20,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,80,72.34,$241.12,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.34,23 x 67,23,67,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,S,Small,31,14,36,3.50,184,1.28,4:11.5,0.35,8 x 23,8,23,"Canvas Giclee Print with 3"" White Border",WH,20.46,$68.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,35,23.10,$77.00,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,35,27.14,$90.48,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,M,Medium,47,18,42,5.25,414,2.88,4:11.5,0.35,12 x 34.5,12,34.5,"Canvas Giclee Print with 3"" White Border",WH,29.47,$98.23,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,51,31.98,$106.59,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,51,37.70,$125.66,$2.46,$0.739,,
San Diego,Giclee Print on Canvas,CV,L,Large,62,22,60,9.17,736,5.11,4:11.5,0.35,16 x 46,16,46,"Canvas Giclee Print with 3"" White Border",WH,42.97,$143.22,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,66,45.74,$152.46,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,66,53.58,$178.60,$2.71,$0.812,,
San Diego,Giclee Print on Canvas,CV,O,Oversize,70,24,60,10.00,936,6.50,4:11.5,0.35,18 x 52,18,52,"Canvas Giclee Print with 3"" White Border",WH,55.44,$184.80,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,74,58.61,$195.36,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,74,66.91,$223.04,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,4:11.5,0.35,28 x 80.5,28,80.5,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,S,Small,38,16,36,4.00,280,1.94,2.5:7,0.36,10 x 28,10,28,"Canvas Giclee Print with 3"" White Border",WH,25.08,$83.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,42,27.72,$92.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,42,32.57,$108.57,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,M,Medium,46,18,42,5.25,402,2.79,2.5:7,0.36,12 x 33.5,12,33.5,"Canvas Giclee Print with 3"" White Border",WH,28.84,$96.14,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,50,31.35,$104.50,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,50,36.96,$123.20,$2.46,$0.739,,
San Diego,Giclee Print on Canvas,CV,L,Large,57,21,50,7.29,630,4.38,2.5:7,0.36,15 x 42,15,42,"Canvas Giclee Print with 3"" White Border",WH,39.50,$131.67,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,61,42.27,$140.91,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,61,49.52,$165.07,$2.71,$0.812,,
San Diego,Giclee Print on Canvas,CV,O,Oversize,71,25,60,10.42,962,6.68,2.5:7,0.36,18.5 x 52,18.5,52,"Canvas Giclee Print with 3"" White Border",WH,56.23,$187.44,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,75,59.40,$198.00,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,75,67.82,$226.05,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,2.5:7,0.36,27.5 x 77,27.5,77,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,S,Small,41,17,36,4.25,330,2.29,,0.37,11 x 30,11,30,"Canvas Giclee Print with 3"" White Border",WH,27.06,$90.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,45,29.70,$99.00,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,45,34.90,$116.33,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,M,Medium,52,20,50,6.94,532,3.69,,0.37,14 x 38,14,38,"Canvas Giclee Print with 3"" White Border",WH,32.60,$108.68,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,56,35.11,$117.04,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,56,41.40,$137.98,$2.46,$0.739,,
San Diego,Giclee Print on Canvas,CV,L,Large,62,23,60,9.58,743,5.16,,0.37,16.5 x 45,16.5,45,"Canvas Giclee Print with 3"" White Border",WH,42.97,$143.22,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,66,45.74,$152.46,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,66,53.58,$178.60,$2.71,$0.812,,
San Diego,Giclee Print on Canvas,CV,O,Oversize,71,25,60,10.42,988,6.86,,0.37,19 x 52,19,52,"Canvas Giclee Print with 3"" White Border",WH,56.23,$187.44,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,75,59.40,$198.00,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,75,67.82,$226.05,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.37,27.5 x 75,27.5,75,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,S,Small,44,18,42,5.25,384,2.67,3:8,0.38,12 x 32,12,32,"Canvas Giclee Print with 3"" White Border",WH,29.04,$96.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,48,31.68,$105.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,48,37.22,$124.08,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,M,Medium,55,21,50,7.29,600,4.17,3:8,0.38,15 x 40,15,40,"Canvas Giclee Print with 3"" White Border",WH,34.49,$114.95,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,59,36.99,$123.31,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,59,43.61,$145.38,$2.46,$0.739,,
San Diego,Giclee Print on Canvas,CV,L,Large,66,24,60,10.00,864,6.00,3:8,0.38,18 x 48,18,48,"Canvas Giclee Print with 3"" White Border",WH,45.74,$152.46,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,70,48.51,$161.70,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,70,56.83,$189.42,$2.71,$0.812,,
San Diego,Giclee Print on Canvas,CV,O,Oversize,72,26,60,10.83,"1,014",7.04,3:8,0.38,19.5 x 52,19.5,52,"Canvas Giclee Print with 3"" White Border",WH,57.02,$190.08,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,76,60.19,$200.64,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,76,68.72,$229.06,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,3:8,0.38,30 x 80,30,80,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,S,Small,38,17,36,4.25,284,1.97,,0.39,10.5 x 27,10.5,27,"Canvas Giclee Print with 3"" White Border",WH,25.08,$83.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,42,27.72,$92.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,42,32.57,$108.57,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,M,Medium,56,22,50,7.64,620,4.31,,0.39,15.5 x 40,15.5,40,"Canvas Giclee Print with 3"" White Border",WH,35.11,$117.04,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,60,37.62,$125.40,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,60,44.35,$147.84,$2.46,$0.739,,
San Diego,Giclee Print on Canvas,CV,L,Large,63,24,60,10.00,788,5.47,,0.39,17.5 x 45,17.5,45,"Canvas Giclee Print with 3"" White Border",WH,43.66,$145.53,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,67,46.43,$154.77,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,67,54.39,$181.30,$2.71,$0.812,,
San Diego,Giclee Print on Canvas,CV,O,Oversize,75,27,60,11.25,1134,7.88,,0.39,21 x 54,21,54,"Canvas Giclee Print with 3"" White Border",WH,59.40,$198.00,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,79,62.57,$208.56,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,79,71.43,$238.11,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.39,28 x 72,28,72,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,S,Small,39,17,36,4.25,308,2.14,2:5,0.40,11 x 28,11,28,"Canvas Giclee Print with 3"" White Border",WH,25.74,$85.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,43,28.38,$94.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,43,33.35,$111.16,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,M,Medium,57,22,50,7.64,652,4.53,2:5,0.40,16 x 40.75,16,40.75,"Canvas Giclee Print with 3"" White Border",WH,35.74,$119.13,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,61,38.25,$127.49,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,61,45.09,$150.30,$2.46,$0.739,,
San Diego,Giclee Print on Canvas,CV,L,Large,71,26,60,10.83,"1,020",7.08,2:5,0.40,20 x 51,20,51,"Canvas Giclee Print with 3"" White Border",WH,49.20,$164.01,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,75,51.98,$173.25,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,75,60.89,$202.95,$2.71,$0.812,,
San Diego,Giclee Print on Canvas,CV,O,Oversize,76,28,60,11.67,"1,148",7.97,2:5,0.40,21.25 x 54,21.25,54,"Canvas Giclee Print with 3"" White Border",WH,60.19,$200.64,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,80,63.36,$211.20,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,80,72.34,$241.12,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,2:5,0.40,33 x 84,33,84,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,P,Petite,28,14,36,3.50,156,1.08,,0.41,8 x 19.5,8,19.5,"Canvas Giclee Print with 3"" White Border",WH,18.48,$61.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,32,21.12,$70.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,32,24.82,$82.72,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,S,Small,42,18,42,5.25,351,2.44,,0.41,12 x 29.25,12,29.25,"Canvas Giclee Print with 3"" White Border",WH,27.72,$92.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,46,30.36,$101.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,46,35.67,$118.91,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,M,Medium,55,22,50,7.64,624,4.33,,0.41,16 x 39,16,39,"Canvas Giclee Print with 3"" White Border",WH,34.49,$114.95,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,59,36.99,$123.31,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,59,43.61,$145.38,$2.46,$0.739,,
San Diego,Giclee Print on Canvas,CV,L,Large,67,26,60,10.83,905,6.28,,0.41,19.25 x 47,19.25,47,"Canvas Giclee Print with 3"" White Border",WH,46.43,$154.77,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,71,49.20,$164.01,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,71,57.64,$192.13,$2.71,$0.812,,
San Diego,Giclee Print on Canvas,CV,O,Oversize,72,27,60,11.25,1071,7.44,,0.41,21 x 51,21,51,"Canvas Giclee Print with 3"" White Border",WH,57.02,$190.08,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,76,60.19,$200.64,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,76,68.72,$229.06,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.41,30 x 73,30,73,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,P,Petite,24,13,24,2.17,116,0.80,,0.42,7 x 16.5,7,16.5,"Canvas Giclee Print with 3"" White Border",WH,15.84,$52.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,28,18.48,$61.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,28,21.71,$72.38,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,S,Small,47,20,42,5.83,462,3.21,,0.42,14 x 33,14,33,"Canvas Giclee Print with 3"" White Border",WH,31.02,$103.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,51,33.66,$112.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,51,39.55,$131.84,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,M,Medium,57,23,50,7.99,680,4.72,,0.42,17 x 40,17,40,"Canvas Giclee Print with 3"" White Border",WH,35.74,$119.13,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,61,38.25,$127.49,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,61,45.09,$150.30,$2.46,$0.739,,
San Diego,Giclee Print on Canvas,CV,L,Large,67,26,60,10.83,940,6.53,,0.42,20 x 47,20,47,"Canvas Giclee Print with 3"" White Border",WH,46.43,$154.77,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,71,49.20,$164.01,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,71,57.64,$192.13,$2.71,$0.812,,
San Diego,Giclee Print on Canvas,CV,O,Oversize,77,29,60,12.08,1242,8.63,,0.42,23 x 54,23,54,"Canvas Giclee Print with 3"" White Border",WH,60.98,$203.28,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,81,64.15,$213.84,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,81,73.24,$244.13,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.42,31 x 73,31,73,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,P,Petite,40,18,36,4.50,336,2.33,3:7,0.43,12 x 28,12,28,"Canvas Giclee Print with 3"" White Border",WH,26.40,$88.00,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,44,29.04,$96.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,44,34.12,$113.74,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,S,Small,50,21,42,6.13,525,3.65,3:7,0.43,15 x 35,15,35,"Canvas Giclee Print with 3"" White Border",WH,33.00,$110.00,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,54,35.64,$118.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,54,41.88,$139.59,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,M,Medium,60,24,50,8.33,756,5.25,3:7,0.43,18 x 42,18,42,"Canvas Giclee Print with 3"" White Border",WH,37.62,$125.40,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,64,40.13,$133.76,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,64,47.31,$157.70,$2.46,$0.739,,
San Diego,Giclee Print on Canvas,CV,L,Large,70,27,60,11.25,"1,029",7.15,3:7,0.43,21 x 49,21,49,"Canvas Giclee Print with 3"" White Border",WH,48.51,$161.70,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,74,51.28,$170.94,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,74,60.07,$200.24,$2.71,$0.812,,
San Diego,Giclee Print on Canvas,CV,O,Oversize,75,29,60,12.08,"1,157",8.03,3:7,0.43,22.25 x 52,22.25,52,"Canvas Giclee Print with 3"" White Border",WH,59.40,$198.00,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,79,62.57,$208.56,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,79,71.43,$238.11,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,3:7,0.43,33 x 77,33,77,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,P,Petite,39,18,36,4.50,324,2.25,2:4.5,0.44,12 x 27,12,27,"Canvas Giclee Print with 3"" White Border",WH,25.74,$85.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,43,28.38,$94.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,43,33.35,$111.16,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,S,Small,52,24,42,7.00,576,4.00,2:4.5,0.44,16 x 36,16,36,"Canvas Giclee Print with 3"" White Border",WH,34.32,$114.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,56,36.96,$123.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,56,43.43,$144.76,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,M,Medium,65,26,51,9.21,900,6.25,2:4.5,0.44,20 x 45,20,45,"Canvas Giclee Print with 3"" White Border",WH,40.76,$135.85,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,69,43.26,$144.21,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,69,51.00,$170.02,$2.46,$0.739,,
San Diego,Giclee Print on Canvas,CV,O,Oversize,78,30,60,12.50,"1,296",9.00,2:4.5,0.44,24 x 54,24,54,"Canvas Giclee Print with 3"" White Border",WH,61.78,$205.92,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,82,64.94,$216.48,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,82,74.14,$247.15,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,2:4.5,0.44,36 x 81,36,81,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,P,Petite,29,15,36,3.75,180,1.25,,0.45,9 x 20,9,20,"Canvas Giclee Print with 3"" White Border",WH,19.14,$63.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,33,21.78,$72.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,33,25.59,$85.31,$2.59,$0.776,,
