Image Source,Product Description,Sku  Code,Size Code,Size Description,UI,Printed Substrate Length,Printed Substrate Width,Printed Substrate    Sq Ft,Image Sq In,Image Sq Ft,Ratio,Decimal Ratio,Size,Length,Width,Product Description,Sku Code,Rolled Canvas White Border - Estimated Cost,Rolled Canvas White Border -  Estimated Retail,Rolled Canvas White Border - UI Retail,Rolled Canvas White Border -  TAR UI Cost,,Product Description,Sku Code,Size Code,"Rolled Canvas with 2"" Black Border - UI","Rolled Canvas 2"" Black Border - Estimated Cost","Rolled Canvas 2"" Black Border - Estimated Retail","Rolled Canvas 2"" Black Border - UI Retail","Rolled Canvas 2"" Black Border - TAR UI Cost",,Product Description,Sku Code,Size Code,"Rolled Canvas with 2"" Mirrored Border - UI","Rolled Canvas 2"" Mirror Border - Estimated Cost","Rolled Canvas 2"" Mirror Border -  Estimated Retail","Rolled Canvas 2"" Mirror - UI Retail","Rolled Canvas 2"" Mirror - TAR UI Cost",,
Italy,Giclee Print on Canvas,CV,S,Small ,44,26,36,6.50,480,3.33,5:6,0.83,20 x 24,20,24,"Canvas Giclee Print with 3"" White Border",WH,29.04,$96.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,48,31.68,$105.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,48,37.22,$124.08,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,66,36,42,10.50,1080,7.50,5:6,0.83,30 x 36,30,36,"Canvas Giclee Print with 3"" White Border",WH,45.74,$152.46,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,70,48.51,$161.70,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,70,56.83,$189.42,$2.71,$0.812,,
Italy,Giclee Print on Canvas,CV,L,Large,77,41,50,14.24,1470,10.21,5:6,0.83,35 x 42,35,42,"Canvas Giclee Print with 3"" White Border",WH,55.90,$186.34,$2.42,$0.726,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,81,58.81,$196.02,$2.42,$0.726,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,81,68.70,$228.99,$2.83,$0.848,,
Italy,Giclee Print on Canvas,CV,X,Oversize Large,88,46,60,19.17,1920,13.33,5:6,0.83,40 x 48,40,48,"Canvas Giclee Print with 3"" White Border",WH,75.50,$251.68,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,92,78.94,$263.12,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,92,89.87,$299.55,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,5:6,0.83,50 x 60,50,60,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,P,Petite,35,22,24,3.67,304,2.11,,0.84,16 x 19,16,19,"Canvas Giclee Print with 3"" White Border",WH,23.10,$77.00,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,39,25.74,$85.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,39,30.24,$100.82,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,S,Small,46,27,36,6.75,525,3.65,,0.84,21 x 25,21,25,"Canvas Giclee Print with 3"" White Border",WH,30.36,$101.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,50,33.00,$110.00,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,50,38.78,$129.25,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,70,44,42,12.83,1216,8.44,,0.84,32 x 38,32,38,"Canvas Giclee Print with 3"" White Border",WH,48.51,$161.70,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,74,51.28,$170.94,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,74,60.07,$200.24,$2.71,$0.812,,
Italy,Giclee Print on Canvas,CV,O,Oversize,81,43,50,14.93,1628,11.31,,0.84,37 x 44,37,44,"Canvas Giclee Print with 3"" White Border",WH,64.15,$213.84,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,85,67.32,$224.40,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,85,76.86,$256.19,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,X,Oversize Large,94,57,50,19.79,2193,15.23,,0.84,44 x 51,43,51,"Canvas Giclee Print with 3"" White Border",WH,80.65,$268.84,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,98,84.08,$280.28,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,98,95.73,$319.09,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.84,56 x 66.5,56,66.5,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,P,Petite,40,24,36,6.00,383,2.66,,0.85,18 x 21.25,18,21.25,"Canvas Giclee Print with 3"" White Border",WH,26.40,$88.00,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,44,29.04,$96.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,44,34.12,$113.74,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,61,34,42,9.92,924,6.42,,0.85,32.25 x 38,28,33,"Canvas Giclee Print with 3"" White Border",WH,42.27,$140.91,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,65,45.05,$150.15,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,65,50.41,$168.03,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,O,Oversize,82,44,50,15.28,1639,11.38,,0.85,37.25 x 44,37.25,44,"Canvas Giclee Print with 3"" White Border",WH,64.94,$216.48,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,86,68.11,$227.04,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,86,69.81,$232.72,$2.71,$0.812,,
Italy,Giclee Print on Canvas,CV,X,Oversize Large,95,50,60,20.83,2206,15.32,,0.85,43.25 x 51,43.25,51,"Canvas Giclee Print with 3"" White Border",WH,81.51,$271.70,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,99,84.94,$283.14,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,99,89.52,$298.39,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.85,56 x 66.5,56,66,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,P,Petite,35,22,24,3.67,296,2.06,,0.86,16 x 18.5,16,18.5,"Canvas Giclee Print with 3"" White Border",WH,23.10,$77.00,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,39,25.74,$85.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,39,30.24,$100.82,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,S,Small,45,29,36,7.25,495,3.44,,0.86,22 x 25.5,22,22.5,"Canvas Giclee Print with 3"" White Border",WH,29.70,$99.00,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,49,32.34,$107.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,49,38.00,$126.67,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,69,43,42,12.54,1184,8.22,,0.86,32 x 37,32,37,"Canvas Giclee Print with 3"" White Border",WH,47.82,$159.39,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,73,50.59,$168.63,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,73,59.26,$197.54,$2.71,$0.812,,
Italy,Giclee Print on Canvas,CV,O,Oversize,82,44,50,15.28,1672,11.61,,0.86,38 x 44,38,44,"Canvas Giclee Print with 3"" White Border",WH,64.94,$216.48,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,86,68.11,$227.04,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,86,77.76,$259.20,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,X,Oversize Large,97,51,60,21.25,2340,16.25,,0.86,45 x 52,45,52,"Canvas Giclee Print with 3"" White Border",WH,83.23,$277.42,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,101,86.66,$288.86,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,101,98.66,$328.86,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.86,54.5 x 63,54.5,63,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,P,Petite,32,21,24,3.50,255,1.77,,0.88,15 x 17,15,17,"Canvas Giclee Print with 3"" White Border",WH,21.12,$70.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,36,23.76,$79.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,36,27.92,$93.06,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,S,Small,47,28,36,7.00,550,3.82,,0.88,22 x 25,22,25,"Canvas Giclee Print with 3"" White Border",WH,31.02,$103.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,51,33.66,$112.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,51,39.55,$131.84,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,71,44,42,12.83,1238,8.59,,0.88,33 x 37.5,33,37.5,"Canvas Giclee Print with 3"" White Border",WH,49.20,$164.01,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,75,51.98,$173.25,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,75,60.89,$202.95,$2.71,$0.812,,
Italy,Giclee Print on Canvas,CV,O,Oversize,79,43,50,14.93,1554,10.79,,0.88,37 x 42,37,42,"Canvas Giclee Print with 3"" White Border",WH,62.57,$208.56,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,83,65.74,$219.12,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,83,75.05,$250.16,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,X,Oversize Large,98,52,60,21.67,2379,16.52,,0.88,45.75 x 52,45.75,52,"Canvas Giclee Print with 3"" White Border",WH,84.08,$280.28,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,102,87.52,$291.72,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,102,99.63,$332.11,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,3497,24.28,,0.88,55.5 x 63,55.5,63,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,P,Petite,32,21,24,3.50,248,1.72,,0.91,15 x 16.5,15,16.5,"Canvas Giclee Print with 3"" White Border",WH,21.12,$70.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,36,23.76,$79.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,36,27.92,$93.06,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,S,Small,42,26,36,6.50,440,3.06,,0.91,20 x 22,20,22,"Canvas Giclee Print with 3"" White Border",WH,27.72,$92.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,46,30.36,$101.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,46,35.67,$118.91,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,63,39,36,9.75,990,6.88,,0.91,30 x 33,30,33,"Canvas Giclee Print with 3"" White Border",WH,43.66,$145.53,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,67,46.43,$154.77,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,67,54.39,$181.30,$2.71,$0.812,,
Italy,Giclee Print on Canvas,CV,O,Oversize,73,44,42,12.83,1311,9.10,,0.91,34.5 x 38,34.5,38,"Canvas Giclee Print with 3"" White Border",WH,57.82,$192.72,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,77,60.98,$203.28,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,77,69.62,$232.08,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,X,Oversize Large,84,46,50,15.97,1760,12.22,,0.91,40 x 44,40,44,"Canvas Giclee Print with 3"" White Border",WH,72.07,$240.24,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,88,75.50,$251.68,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,88,85.96,$286.53,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.91,54.5 x 60,54.5,60,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,P,Petite,24,24,24,4.00,144,1.00,1:1,1.00,12 x 12,12,12,"Canvas Giclee Print with 3"" White Border",WH,15.84,$52.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,28,18.48,$61.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,28,21.71,$72.38,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,S,Small ,32,22,24,3.67,256,1.78,1:1,1.00,16 x 16,16,16,"Canvas Giclee Print with 3"" White Border",WH,21.12,$70.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,36,23.76,$79.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,36,27.92,$93.06,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,40,26,36,6.50,400,2.78,1:1,1.00,20 x 20,20,20,"Canvas Giclee Print with 3"" White Border",WH,27.72,$92.40,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,44,30.49,$101.64,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,44,35.72,$119.06,$2.71,$0.812,,
Italy,Giclee Print on Canvas,CV,L,Large,60,36,36,9.00,900,6.25,1:1,1.00,30 x 30,30,30,"Canvas Giclee Print with 3"" White Border",WH,43.56,$145.20,$2.42,$0.726,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,64,46.46,$154.88,$2.42,$0.726,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,64,54.28,$180.93,$2.83,$0.848,,
Italy,Giclee Print on Canvas,CV,O,Oversize,72,42,42,12.25,"1,296",9.00,1:1,1.00,36 x 36,36,36,"Canvas Giclee Print with 3"" White Border",WH,57.02,$190.08,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,76,60.19,$200.64,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,76,68.72,$229.06,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,X,Oversize Large,80,46,50,15.97,"1,296",9.00,1:1,1.00,40 x 40,40,40,"Canvas Giclee Print with 3"" White Border",WH,68.64,$228.80,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,84,72.07,$240.24,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,84,82.05,$273.50,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,1:1,1.00,54 x 54,54,54,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Old World,Giclee Print on Canvas,CV,M,Medium,38,10,42,2.92,133,0.92,1:8.5,0.12,4 x 33.25,4,33.25,"Canvas Giclee Print with 3"" White Border",WH,$5.99,$79.42,$2.09,$0.045,,"Canvas Giclee Print with 2"" Black Border",CVBL,M,42,212,$9.54,$87.78,$2.09,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,42,212,$9.54,$103.49,$2.46,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,48,11,50,3.82,213,1.48,1:8.5,0.12,5 x 42.5,5,42.5,"Canvas Giclee Print with 3"" White Border",WH,$9.56,$105.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,52,312,$14.04,$114.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,52,312,$14.04,$134.42,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,O,Oversize,57,12,60,5.00,306,2.13,1:8.5,0.12,6 x 51,6,51,"Canvas Giclee Print with 3"" White Border",WH,$13.77,$150.48,$2.64,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,61,424,$19.08,$161.04,$2.64,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,61,424,$19.08,$183.85,$3.01,$0.045
Old World,Giclee Print on Canvas,CV,X,Oversize Large,67,24,66,11.00,417,2.89,1:8.5,0.12,7 x 59.5,7,59.5,"Canvas Giclee Print with 3"" White Border",WH,$18.74,$191.62,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,71,554,$24.93,$203.06,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,71,554,$24.93,$231.18,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,1:8.5,0.12,9 x 75,9,75,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,847,$38.12,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,38,10,42,2.92,192,1.33,,0.14,6 x 32,6,32,"Canvas Giclee Print with 3"" White Border",WH,$8.64,$79.42,$2.09,$0.045,,"Canvas Giclee Print with 2"" Black Border",CVBL,M,42,272,$12.24,$87.78,$2.09,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,42,272,$12.24,$103.49,$2.46,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,48,14,50,4.86,300,2.08,,0.14,7.5 x 40,7.5,40,"Canvas Giclee Print with 3"" White Border",WH,$13.50,$105.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,52,399,$17.96,$114.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,52,399,$17.96,$134.42,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,O,Oversize,64,16,60,6.67,540,3.75,,0.14,10 x 54,10,54,"Canvas Giclee Print with 3"" White Border",WH,$24.30,$168.96,$2.64,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,68,672,$30.24,$179.52,$2.64,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,68,672,$30.24,$204.95,$3.01,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.14,13 x 70,13,70,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,1080,$48.60,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,1080,$48.60,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,43,12,50,4.17,222,1.54,,0.16,6 x 37,6,37,"Canvas Giclee Print with 3"" White Border",WH,$9.99,$89.87,$2.09,$0.045,,"Canvas Giclee Print with 2"" Black Border",CVBL,M,47,312,$14.04,$98.23,$2.09,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,47,312,$14.04,$115.81,$2.46,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,54,14,60,5.83,345,2.40,,0.16,7.5 x 46,7.5,46,"Canvas Giclee Print with 3"" White Border",WH,$15.53,$118.80,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,58,456,$20.52,$127.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,58,456,$20.52,$149.93,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,O,Oversize,63,15,60,6.25,473,3.28,,0.16,8.25 x 51,8.75,54,"Canvas Giclee Print with 3"" White Border",WH,$21.26,$166.32,$2.64,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,67,602,$27.09,$176.88,$2.64,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,67,602,$27.09,$201.94,$3.01,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.16,12 x 74,12,74,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,1064,$47.88,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,1064,$47.88,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,42,12,42,3.50,784,1.50,1:6,0.17,6 x 36,6,36,"Canvas Giclee Print with 3"" White Border",WH,$35.28,$92.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,46,304,$13.68,$101.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,46,304,$13.68,$118.91,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,49,13,50,4.51,784,2.04,1:6,0.17,7 x 42,7,42,"Canvas Giclee Print with 3"" White Border",WH,$35.28,$102.41,$2.09,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,53,396,$17.82,$110.77,$2.09,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,53,396,$17.82,$130.59,$2.46,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,56,14,60,5.83,784,2.67,1:6,0.17,8 x 48,8,48,"Canvas Giclee Print with 3"" White Border",WH,$35.28,$129.36,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,60,500,$22.50,$138.60,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,60,500,$22.50,$162.36,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,O,Oversize,63,15,60,6.25,784,3.38,1:6,0.17,9 x 54,9,54,"Canvas Giclee Print with 3"" White Border",WH,$35.28,$166.32,$2.64,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,67,616,$27.72,$176.88,$2.64,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,67,616,$27.72,$201.94,$3.01,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,1:6,0.17,12 x 72,12,72,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,1036,$46.62,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,1036,$46.62,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,38,12,42,3.50,784,1.33,,0.18,6 x 32,6,32,"Canvas Giclee Print with 3"" White Border",WH,$35.28,$83.60,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,42,272,$12.24,$92.40,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,42,272,$12.24,$108.57,$2.59,$0.045
Old World,Giclee Print on Canvas,CV,M,Medium,48,14,50,4.86,300,2.08,,0.18,7.5 x 40,7.5,40,"Canvas Giclee Print with 3"" White Border",WH,$13.50,$100.32,$2.09,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,52,399,$17.96,$108.68,$2.09,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,52,399,$17.96,$128.13,$2.46,$0.045
Old World,Giclee Print on Canvas,CV,L,Large,57,15,60,6.25,432,3.00,,0.18,9 x 48,9,48,"Canvas Giclee Print with 3"" White Border",WH,$19.44,$131.67,$2.31,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,61,550,$24.75,$140.91,$2.31,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,61,550,$24.75,$165.07,$2.71,$0.045
Old World,Giclee Print on Canvas,CV,O,Oversize,62,16,60,6.67,507,3.52,,0.18,9.75 x 52,9.75,52,"Canvas Giclee Print with 3"" White Border",WH,$22.82,$163.68,$2.64,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,66,635,$28.58,$174.24,$2.64,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,66,635,$28.58,$198.92,$3.01,$0.045
Old World,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.18,13.5 x 72,13.5,72,"Canvas Giclee Print with 3"" White Border",WH,$0.00,,$2.86,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,1147,$51.62,,$2.86,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,1147,$51.62,,$3.26,$0.045
Old World,Giclee Print on Canvas,CV,S,Small,36,14,36,3.50,180,1.25,,0.20,6 x 30,6,30,"Canvas Giclee Print with 3"" White Border",WH,$8.10,$79.20,$2.20,$0.045,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,40,256,$11.52,$88.00,$2.20,$0.045,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,40,256,$11.52,$103.40,$2.59,$0.045
