Image Source,Product Description,Sku Code,Size Code,Size Description,UI,Printed Substrate Length,Printed Substrate Width,Printed Substrate    Sq Ft,Image Sq In,Image Sq Ft,Ratio,Decimal Ratio,Standard Size & Maximum Custom Size,Length,Width,Estimated Cost,Rolled Paper - Estimated Retail,Rolled Paper - UI Retail,Rolled Paper - TAR UI Cost
Old World,Giclee Print On Paper,PR,L,Large,67,22,50,7.64,940,6.53,,0.42,20 x 47,20,47,$35.25,$99.50,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,80,26,60,10.73,1330,9.24,,0.42,23.75 x 56,23.75,56,$49.88,$127.20,$1.60,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.42,31 x 73,31,73,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,30,11,24,1.83,189,1.31,3:7,0.43,9 x 21,9,21,$7.09,$44.55,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,40,14,36,3.50,336,2.33,3:7,0.43,12 x 28,12,28,$12.60,$59.40,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,56,19,42,5.47,653,4.54,3:7,0.43,16.75 x 39,16.75,39,$24.50,$83.16,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,69,23,50,7.81,984,6.83,3:7,0.43,20.5 x 48,20.5,48,$36.90,$102.47,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,80,26,60,10.83,"1,344",9.33,3:7,0.43,24 x 56,24,56,$50.40,$127.60,$1.60,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,3:7,0.43,33 x 77,33,77,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,26,10,24,1.67,144,1.00,2:4.5,0.44,8 x 18,8,18,$5.40,$38.61,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,49,17,36,4.25,510,3.54,2:4.5,0.44,15 x 34,15,34,$19.13,$72.77,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,58,20,42,5.76,710,4.93,2:4.5,0.44,17.75 x 40,17.75,40,$26.63,$86.13,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,65,22,50,7.64,900,6.25,2:4.5,0.44,20 x 45,20,45,$33.75,$96.53,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,78,26,60,10.83,"1,296",9.00,2:4.5,0.44,24 x 54,24,54,$48.60,$124.41,$1.60,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,2:4.5,0.44,32 x 72,32,72,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,29,11,24,1.83,180,1.25,,0.45,9 x 20,9,20,$6.75,$43.07,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,45,16,36,4.00,434,3.01,,0.45,14 x 31,14,31,$16.28,$66.83,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,58,20,42,5.83,720,5.00,,0.45,18 x 40,18,40,$27.00,$86.13,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,65,22,50,7.73,911,6.33,,0.45,20.25 x 45,20.25,45,$34.17,$96.90,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,84,28,60,11.67,1508,10.47,,0.45,26 x 58,26,58,$56.55,$133.98,$1.60,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.45,31.5 x 70,31.5,70,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,31,12,24,2.00,213,1.48,,0.46,10 x 21.25,10,21.25,$7.97,$46.41,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,50,18,36,4.50,544,3.78,,0.46,16 x 34,16,34,$20.40,$74.25,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,56,20,42,5.83,689,4.78,,0.46,18 x 38.25,18,38.25,$25.82,$83.53,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,69,24,50,8.33,1029,7.14,,0.46,22 x 46.75,22,46.75,$38.57,$102.09,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,81,28,60,11.67,1437,9.98,,0.46,26 x 55.25,26,55.25,$53.87,$129.59,$1.60,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.46,36 x 78,36,78,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,27,11,24,1.75,153,1.06,,0.47,8.5 x 18,8.5,18,$5.74,$39.35,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,47,17,36,4.25,476,3.31,,0.47,15 x 31.75,15,31.75,$17.86,$69.42,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,56,20,42,5.83,684,4.75,,0.47,18 x 38,18,38,$25.65,$83.16,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,66,23,50,8.07,956,6.64,,0.47,21.25 x 45,21.25,45,$35.86,$98.38,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,80,28,60,11.46,1377,9.56,,0.47,25.5 x 54,25.5,54,$51.64,$126.80,$1.60,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.47,34 x 72,34,72,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,30,12,24,1.92,190,1.32,,0.48,9.5x20,9.5,20,$7.13,$43.81,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,47,17,36,4.31,488,3.39,,0.48,15.25 x 32,15.25,32,$18.30,$70.17,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,59,16,42,4.74,760,5.28,,0.48,19 x 40,19,40,$28.50,$87.62,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,68,24,50,8.25,1001,6.95,,0.48,21.75 x 46,21.75,46,$37.52,$100.61,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,83,29,60,11.88,1484,10.31,,0.48,26.5 x 56,26.5,56,$55.65,$131.59,$1.60,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.48,33.25 x 70,33.25,70,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,31,12,24,2.00,205,1.42,,0.49,10 x 20.5,10,20.5,$7.69,$45.29,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,46,17,36,4.25,458,3.18,,0.49,15 x 30.5,15,30.5,$17.16,$67.57,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,58,21,42,6.13,741,5.15,,0.49,19 x 39,19,39,$27.79,$86.13,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,72,26,50,8.85,1128,7.83,,0.49,23.5 x 48,23.5,48,$42.30,$106.18,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,82,29,60,12.08,1485,10.31,,0.49,27 x 55,27,55,$55.69,$130.79,$1.60,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.49,34 x 70,37,70,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,30,12,24,2.00,200,1.39,1:2,0.50,10 x 20,10,20,$7.50,$44.55,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,48,18,36,4.50,512,3.56,1:2,0.50,16 x 32,16,32,$19.20,$71.28,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,60,22,42,6.42,800,5.56,1:2,0.50,20 x 40,20,40,$30.00,$89.10,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,72,26,50,9.03,1152,8.00,1:2,0.50,24 x 48,24,48,$43.20,$106.92,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,84,30,60,12.50,1568,10.89,1:2,0.50,28 x 56,28,56,$58.80,$133.98,$1.60,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,1:2,0.50,40 x 80,40,80,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,27,11,24,1.83,160,1.11,,0.51,9 x 17.75,9,17.75,$5.99,$39.72,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,51,19,36,4.75,570,3.95,,0.51,17 x 33.5,17,33.5,$21.36,$74.99,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,71,26,50,8.94,1116,7.75,,0.51,23.75 x 47,23.75,47,$41.86,$105.06,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,69,31,42,9.04,1146,7.95,,0.51,29 x 39.5,29,39.5,$42.96,$101.72,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,86,31,60,12.92,1660,11.53,,0.51,29 x 57.25,29,57.25,$62.26,$137.57,$1.60,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.51,35.5 x 70,35.5,70,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,32,23,24,3.75,226,1.57,,0.52,11 x 20.5,11,20.5,$8.46,$46.78,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,52,20,36,5.00,603,4.19,,0.52,18 x 33.5,18,33.5,$22.61,$76.48,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,62,24,42,6.85,860,5.97,,0.52,21.5 x 40,21.5,40,$32.25,$91.33,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,74,28,50,9.64,1236,8.58,,0.52,25.75 x 48,25.75,48,$46.35,$109.52,$1.49,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,86,32,60,13.33,1680,11.67,,0.52,30 x 56,30,56,$63.00,$146.63,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.52,38 x 71,38,71,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,31,13,24,2.17,223,1.55,,0.54,11 x 20.25,11,20.25,$8.35,$46.41,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,53,20,36,5.00,629,4.37,,0.54,18.5 x 34,18.5,34,$23.59,$77.96,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,62,24,42,6.93,870,6.04,,0.54,21.75 x 40,21.75,40,$32.63,$91.70,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,73,28,50,9.55,1199,8.32,,0.54,25.5 x 47,25.5,47,$44.94,$107.66,$1.49,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,87,33,60,13.54,1708,11.86,,0.54,30.5 x 56,30.5,56,$64.05,$147.48,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.54,38 x 70,38,70,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,28,12,24,2.00,180,1.25,,0.55,10 x 18,10,18,$6.75,$41.58,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,51,20,36,5.00,585,4.06,,0.55,18 x 32.5,18,32.5,$21.94,$74.99,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,59,23,42,6.71,798,5.54,,0.55,21 x 38,21,38,$29.93,$87.62,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,73,28,50,9.72,1222,8.49,,0.55,26 x 47,26,47,$45.83,$108.41,$1.49,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,87,33,60,13.75,1736,12.06,,0.55,31 x 56,31,56,$65.10,$148.34,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.55,38.75 x 70,38.75,70,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,28,12,24,2.00,180,1.25,,0.56,10 x 18,10,18,$6.75,$41.58,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,50,20,36,4.94,568,3.94,,0.56,17.75 x 32,17.75,32,$21.30,$73.88,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,59,23,42,6.71,798,5.54,,0.56,21 x 38,21,38,$29.93,$87.62,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,72,28,50,9.55,1173,8.15,,0.56,25.5 x 46,25.5,46,$43.99,$106.18,$1.49,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,87,33,60,13.75,1736,12.06,,0.56,31 x 56,31,56,$65.10,$148.34,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.56,40 x 72,40,72,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,29,13,24,2.08,189,1.31,4:7,0.57,10.5 x 18,10.5,18,$7.09,$43.07,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,48,20,36,4.88,525,3.65,4:7,0.57,17.5 x 30,17.5,30,$19.69,$71.28,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,57,23,42,6.71,756,5.25,4:7,0.57,21 x 36,21,36,$28.35,$84.65,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,76,30,50,10.42,"1,344",9.33,4:7,0.57,28 x 48,28,48,$50.40,$121.22,$1.60,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,86,34,60,13.96,"1,701",11.81,4:7,0.57,31.5 x 54,31.5,54,$63.79,$146.63,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,4:7,0.57,42 x 72,42,72,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,29,13,24,2.08,189,1.31,,0.58,10.5 x 18,10.5,18,$7.09,$42.32,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,52,21,36,5.31,635,4.41,,0.58,19.25 x 33,19.25,33,$23.82,$77.59,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,62,25,42,7.22,887,6.16,,0.58,22.75 x 39,22.75,39,$33.27,$91.70,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,76,30,50,10.42,1344,9.33,,0.58,28 x 48,28,48,$50.40,$112.86,$1.49,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,90,35,60,14.69,1895,13.16,,0.58,33.25 x 57,33.25,57,$71.07,$154.33,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.58,42 x 72,42,72,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,30,13,24,2.17,204,1.41,,0.59,11 x 18.5,11,18.5,$7.63,$43.81,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,51,21,36,5.25,608,4.22,,0.59,19 x 32,19,32,$22.80,$75.74,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,59,24,42,7.00,814,5.65,,0.59,22 x 37,22,37,$30.53,$87.62,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,75,30,50,10.42,1316,9.14,,0.59,28 x 47,28,47,$49.35,$111.38,$1.49,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,93,37,60,15.21,2001,13.90,,0.59,34.5 x 58,34.5,58,$75.04,$157.71,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.59,44 x 74,44,74,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,32,14,24,2.33,240,1.67,,0.60,12 x 20,12,20,$9.00,$47.52,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,48,20,36,5.00,540,3.75,,0.60,18 x 30,18,30,$20.25,$71.28,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,64,26,42,7.58,960,6.67,,0.60,24 x 40,24,40,$36.00,$95.04,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,72,29,50,10.07,1215,8.44,,0.60,27 x 45,27,45,$45.56,$106.92,$1.49,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,88,35,60,14.58,1815,12.60,,0.60,33 x 55,33,55,$68.06,$150.04,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.60,42 x 70,42,70,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,29,13,24,2.17,198,1.38,,0.61,11 x 18,11,18,$7.43,$43.07,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,53,22,36,5.50,660,4.58,,0.61,20 x 33,20,33,$24.75,$78.71,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,60,25,42,7.15,833,5.78,,0.61,22.5 x 37,22.5,37,$31.22,$88.36,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,93,30,50,10.42,1288,8.94,,0.61,28 x 46,28,46,$48.30,$137.36,$1.49,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,119,37,60,15.42,2013,13.98,,0.61,35 x 57.5,35,57.5,$75.47,$202.90,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.61,45 x 74,45,74,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,31,14,24,2.33,228,1.58,5:8,0.63,12 x 19,12,19,$8.55,$46.04,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,55,23,36,5.75,698,4.85,5:8,0.63,21 x 33.25,21,33.25,$26.18,$81.68,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,62,26,42,7.58,912,6.33,5:8,0.63,24 x 38,24,38,$34.20,$92.07,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,79,32,50,11.11,"1,455",10.10,5:8,0.63,30 x 47.5,30,48.5,$54.56,$117.32,$1.49,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,93,38,60,15.83,"2,052",14.25,5:8,0.63,36 x 57,36,57,$76.95,$158.57,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,5:8,0.63,48 x 76,48,76,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,36,16,24,2.67,308,2.14,,0.64,14 x 22,14,22,$11.55,$53.46,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,54,23,36,5.75,693,4.81,,0.64,21 x 33,21,33,$25.99,$80.19,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,66,28,42,8.02,1020,7.08,,0.64,25.5 x 40,25.5,40,$38.25,$97.27,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,77,32,50,11.11,1410,9.79,,0.64,30 x 47,30,47,$52.88,$114.35,$1.49,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,90,37,60,15.42,1925,13.37,,0.64,35 x 55,35,55,$72.19,$153.45,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.64,44.5 x 70,44.5,70,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,28,13,24,2.17,187,1.30,,0.65,11 x 17,11,17,$7.01,$41.58,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,69,33,50,11.46,1008,7.00,,0.65,31 x 48,21,48,$37.80,$102.47,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,56,24,36,6.00,748,5.19,,0.65,22 x 34,22,34,$28.05,$83.16,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,64,27,42,7.95,985,6.84,,0.65,25.25 x 39,25.25,39,$36.93,$95.41,$1.49,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,96,40,60,16.46,2175,15.10,,0.65,37.5 x 58,37.5,58,$81.56,$162.83,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.65,4.65 x 72,46.5,72,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,28,13,24,2.17,187,1.30,,0.66,11 x 17,11,17,$7.01,$41.58,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,51,11,36,2.75,620,4.31,,0.66,20 x 31,20,31,$23.25,$75.74,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,63,27,42,7.73,931,6.47,,0.66,24.5 x 38,24.5,38,$34.91,$92.81,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,79,33,50,11.46,1488,10.33,,0.66,31 x 48,31,48,$55.80,$117.32,$1.49,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,89,37,60,15.42,1899,13.19,,0.66,35 x 54.25,35,54.25,$71.20,$152.17,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.66,46.5 x 72,46.5,72,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,35,16,24,2.67,294,2.04,2:3,0.67,14 x 21,14,21,$11.03,$51.98,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,50,22,36,5.50,600,4.17,2:3,0.67,20 x 30,20,30,$22.50,$74.25,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,60,26,42,7.58,864,6.00,2:3,0.67,24 x 36,24,36,$32.40,$89.10,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,80,34,50,11.81,1536,10.67,2:3,0.67,32 x 48,32,48,$57.60,$118.80,$1.49,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,90,38,60,15.83,1944,13.50,2:3,0.67,36 x 54,36,54,$72.90,$153.45,$1.71,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,2:3,0.67,52 x 78,52,78,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,29,14,24,2.25,196,1.36,,0.68,11.5 x 17,11.5,17,$7.33,$42.32,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,55,24,36,6.00,715,4.97,,0.68,22 x 32.5,22,32.5,$26.81,$80.93,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,67,29,42,8.46,1080,7.50,,0.68,27 x 40,27,40,$40.50,$99.50,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,77,33,50,11.46,1426,9.90,,0.68,31 x 46,31,46,$53.48,$127.05,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,96,41,60,16.88,2195,15.24,,0.68,38.5 x 57,38.5,57,$82.29,$168.08,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.68,48 x 71,48,71,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,37,17,24,2.75,326,2.27,,0.69,15 x 21.75,15,21.75,$12.23,$54.57,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,54,24,36,6.00,704,4.89,,0.69,22 x 32,22,32,$26.40,$80.19,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,66,29,42,8.46,1053,7.31,,0.69,27 x 39,27,39,$39.49,$98.01,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,81,35,50,12.15,1584,11.00,,0.69,33 x 48,33,48,$59.40,$133.65,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,98,42,60,17.50,2320,16.11,,0.69,40 x 58,40,58,$87.00,$172.48,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.69,,47.5,69,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,36,17,24,2.83,315,2.19,,0.70,15 x 21,15,21,$11.81,$53.46,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,48,22,36,5.50,560,3.89,,0.70,20 x 28,20,28,$21.00,$71.28,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,65,29,42,8.46,1026,7.13,,0.70,27 x 38,27,38,$38.48,$96.53,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,79,35,50,12.15,1526,10.60,,0.70,33 x 46.25,33,46.25,$57.23,$130.76,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,96,42,60,17.50,2240,15.56,,0.70,40 x 56,40,56,$84.00,$168.96,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.70,55 x 77,55,77,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,24,12,24,2.00,140,0.97,5:7,0.71,10 x 14,10,14,$5.25,$35.64,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,48,22,36,5.50,560,3.89,5:7,0.71,20 x 28,20,28,$21.00,$71.28,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,60,27,42,7.88,875,6.08,5:7,0.71,25 x 35,25,35,$32.81,$89.10,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,72,32,50,11.11,1260,8.75,5:7,0.71,30 x 42,30,42,$47.25,$118.80,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,96,42,60,17.50,2240,15.56,5:7,0.71,40 x 56,40,56,$84.00,$168.96,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,5:7,0.71,55 x 77,55,77,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,31,15,24,2.50,234,1.63,,0.72,13 x 18,13,18,$8.78,$46.04,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,47,22,36,5.50,527,3.66,,0.72,19.5 x 27,19.5,27,$19.74,$69.05,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,59,27,36,6.75,833,5.78,,0.72,24.5 x 34,24.5,34,$31.24,$86.87,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,78,35,50,12.15,1463,10.16,,0.72,32.5 x 45,32.5,45,$54.84,$127.88,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,93,41,60,17.08,2106,14.63,,0.72,39 x 54,39,54,$78.98,$163.68,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,,52 x 72,52,72,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,33,16,24,2.67,266,1.85,,0.73,14 x 19,14,19,$9.98,$49.01,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,52,24,36,6.00,660,4.58,,0.73,22 x 30,22,30,$24.75,$77.22,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,66,28,42,8.17,1064,7.39,,0.73,28 x 38,28,38,$39.90,$98.01,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,83,37,50,12.85,1663,11.55,,0.73,35 x 47.5,35,47.5,$62.34,$136.13,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,99,44,60,18.33,2394,16.63,,0.73,42 x 57,42,57,$89.78,$174.24,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.73,54.5 x 74,54.5,74,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,35,17,24,2.83,304,2.11,,0.74,15 x 20.25,15,20.25,$11.39,$52.35,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,54,25,36,6.25,713,4.95,,0.74,23 x 31,23,31,$26.74,$80.19,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,68,31,42,9.04,1131,7.85,,0.74,29 x 39,29,39,$42.41,$100.98,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,80,36,42,10.50,1564,10.86,,0.74,34 x 46,34,46,$58.65,$132.00,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,101,45,60,18.75,2494,17.32,,0.74,43 x 58,43,58,$93.53,$177.76,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.74,54 x 73,54,73,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,28,14,24,2.33,192,1.33,3:4,0.75,12 x 16,12,16,$7.20,$41.58,$1.49,$0.045
